time unit: s, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, XX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
703, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011101101, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
704, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011101101, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
705, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100111101, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
706, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010101010100, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
707, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010101010100, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
708, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010101010100, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
709, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010101100000, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 
710, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010101100000, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 
711, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100111000, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
712, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100111000, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
713, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011110001, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
714, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010010010010, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
715, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010010010010, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
716, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010000101000, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
717, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001110111111, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 
718, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001110111111, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 
719, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001101010011, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 
720, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001101010011, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 
721, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001011010010, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
722, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001001110000, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
723, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001001110000, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
724, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001000011011, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
725, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000010001, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 000111001010, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
726, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000100100001, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 000111001010, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
727, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 001010101001, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 000110001110, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 
728, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 010010101001, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 000110001110, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 
729, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 011110010111, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 000101001001, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 
730, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 101011010111, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 000100011001, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
731, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111010100111, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 000100011001, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
732, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011101101, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
733, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011001001, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
734, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011001001, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
735, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010110000, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
736, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010110000, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
737, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010010011, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 
738, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010010100, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
739, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010010100, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
740, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001110000, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
741, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001100001, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
742, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001100001, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
743, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001011000, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 
744, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001011000, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 
745, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001010010, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
746, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001001111, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
747, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001001111, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
748, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001001100, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
749, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001001001, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 
750, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001001001, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 
751, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010100010, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
752, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010100010, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
753, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011010111, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
754, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100110100, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
755, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100110100, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
756, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000110100000, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
757, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 001000000001, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
758, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 001000000001, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
759, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111101011111, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 001001100010, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
760, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111000011111, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 001001100010, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
761, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 101101010111, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 001011010010, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
762, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 011111110111, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 001100110100, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
763, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010010, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 001101110111, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 001100110100, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
764, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010000011101, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
765, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010000101010, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
766, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010000101010, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
767, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010010010101, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 
